Номер реестровой записи контракта;Заказчик: ИНН;Предмет контракта;Цена контракта;Информация о поставщиках (исполнителях, подрядчиках) по контракту: ИНН
'2782766187424000043';'7827661874';"'Оказание услуг по техническому освидетельствованию больничного лифта, расположенного по адресу: 197729, г. Санкт-Петербург, пос. Смолячково, Приморское шоссе, д. 675; техническому освидетельствованию двух малых грузовых лифтов и двух подъёмных платформ для инвалидов, расположенных по адресу: 197729, г. Санкт-Петербург, пос. Молодежное, Средневыборгское шоссе, д.14'";'37 466,67';'7826713230'
'2771408263623000698';'7714082636';'Электронный аукцион на поставку, установку и ввод в эксплуатацию медицинского оборудования (Силовое оборудование с принадлежностями) для нужд ГБУЗ ГКБ имени С.П. БОТКИНА ДЗМ';'8 120 000,00';'7728430957'
'1370205820824000001';'3702058208';'Бумага для печати';'63 577,50';'370244261810'
'2382500367120000058';'3825003671';'тепловая энергия через присоединенную тепловую сеть';'230 000,00';'3814016968'
'1730201457024000023';'7302014570';'Строительные материалы в целях капитального ремонта';'16 800,00';'583504823719'
'2222415699224000142';'2224156992';'Поставка лекарственного препарата для медицинского применения Бупивакаин (Лот № 19)';'5 818,80';'5012074091'
'2773378145324000076';'7733781453';'Поставка приборов осветительных для ГБУ «Автомобильные дороги СЗАО»';'595 000,00';'7724409062'
'2502406865624000813';'5024068656';'Закупка лекарственного препарата Такролимус (ТН Програф)  для обеспечения отдельных категорий граждан, в отношении которых установлены меры социальной поддержки   Л241091, Л241173, Л241350, Л241485, Л241573, Л241726, Л242855, Л243134, Л243209, Л233757, Л233967';'1 821 600,00';'5027083476'
'2782002054324000028';'7820020543';'Поставка бахил для нужд ГБОУ школа № 449 Пушкинского района Санкт-Петербурга в 2024 году';'26 400,00';'100201950196'
'2773103869024000144';'7731038690';'Электронный запрос котировок на поставку расходных материалов для лабораторных исследований  (лот 14) для нужд ГБУЗ «ГКБ им. М.Е. Жадкевича ДЗМ»';'69 499,10';'772470692815'
'2553100007923000303';'5531000079';'Прочие расходные материалы';'28 171,80';'3662242631'
'2362100180624000080';'3621001806';'2024-00689_Поставка хозяйственных товаров';'7 453,71';'3666225002'
'2542310125624000045';'5423101256';'Поставка батареек';'8 979,18';'054802378170'
'3165008572624000007';'1650085726';'Поставка моющих чистящих средств для нужд муниципальных дошкольных образовательных учреждений';'5 296,83';'1659196491'
'2270602112622000333';'2726011077';'Оказание услуг по доступу к информационно-коммуникационной сети Интернет';'81 459,96';'7707049388,7707049388'
'2222415699223000375';'2224156992';'Поставка лекарственного препарата для медицинского применения Инозин+Меглюмин+Метионин+Никотинамид+Янтарная кислота (Лот № 361)';'411 836,00';'7724922443'
'3532103569224000012';'5321035692';'Приобретение жилого помещения, для предоставления гражданину, относящемуся к категории детей-сирот и детей, оставшихся без попечения родителей, лиц из числа детей-сирот и детей, оставшихся без попечения родителей';'2 679 600,00';'5321078745'
'0172200009714000004';'7810293904';;'7 794,24';'7810435274'
'3501101980624000127';'5011019806';'Поставка Леветирацетама (ВК)';'23 319,36';'7708823950'
'2381206733222000062';'3808282094';'Подача потребителю через присоединенную сеть тепловой энергии (мощности) и теплоносителя (сетевой воды)';'294 997,66';'3808229774'
'2502406865624000799';'5024068656';'Закупка лекарственного препарата Ленватиниб  для обеспечения отдельных категорий граждан, в отношении которых установлены меры социальной поддержки   Л241755';'41 873 792,40';'0274110679'
'2362100180624000074';'3621001806';'Поставка хозяйственных товаров';'14 327,22';'3666225002'
'2110109381424000030';'1101093814';'Поставка канцелярских товаров';'124 997,75';'1101047705'
'2170102866222000001';'1701028662';'Транспортные услуги';'495 000,00';'7606111978'
'2592001895319000013';'5920018953';'Поставка электрической энергии (мощности) по договору №11024402 от 30.12.2019';'340 093,08';'5904123809'
'2590506107024000215';'5905061070';'Поставка лекарственного препарата (Иммуноглобулин человека нормальный)';'71 397,00';'7710106212'
'2222415699224000152';'2224156992';'Поставка медицинских изделий (Аппарат для измерения артериального давления анероидный механический)';'21 215,56';'601400200203'
'2771623768424000041';'7716237684';'Поставка строительных и лакокрасочных материалов (эмаль, краска) для нужд образовательных организаций, подведомственных Департаменту образования и науки города Москвы';'701 194,75';'7734437485'
'1434503473824000009';'4345034738';'Части и принадлежности для обслуживания системы видеонаблюдения';'69 103,00';'9717138827'
'2590501578922000024';'5905015789';'Оказание услуг по показу спектакля-концерта «Вертинский» ';'120 000,00';'5902290466'
'2502406865624000778';'5024068656';'Закупка лекарственного препарата Кабозантиниб для обеспечения отдельных категорий граждан, в отношении которых установлены меры социальной поддержки Л241751, Л242687';'37 067 454,60';'0274110679'
'1504101226924000009';'5041012269';'Закупка переносных видеорегистраторов, поставка вооружения, военной и специальной техники и военно-технического имущества в рамках государственного оборонного заказа в целях обеспечения государственной программы вооружения';'3 116 000,00';'9724004165'
'2532103798924000073';'5321037989';'Оказание услуг по перевозке груза для нужд проведения специальной военной операции и выполнения специальных задач по обеспечению обороны и безопасности государства';'210 000,00';'693001540840'
'3391900354023000007';'3919003540';'на поставку угля';'987 429,04';'3917521874'
'1402700897424000003';'4027008974';'Поставка панелей интерактивных для нужд КГУ';'2 581 560,00';'402814454495'
'2540601094724000013';'5406010947';'Закупка электронных изданий определенных авторов у издателей таких изданий (электронно-библиотечная система)';'18 774,00';'7801068765'
'2010300808023000027';'0103008080';'Поставка технических средств реабилитации (совместный электронный аукцион)';'216 884,50';'3665823472'
'2362100180624000076';'3621001806';'Поставка хозяйственных товаров';'57 508,52';'3666225002'
'1381206216524000040';'3812062165';'Приобретение ТРУ в пользу граждан в целях их социального обеспечения (поставка технических средства реабилитации для обеспечения ими инвалидов из числа осужденных)';'18 228,97';'3827043126'
'1771203675422000028';'7712036754';'Оказание услуг связи проводного радиовещания и оповещения';'139 415,04';'7712005121'
'2710501529323000634';'7105015293';'Оказание метрологических услуг по поверке (калибровке) средств измерений и медицинского оборудования';'169 134,00';'7106002804'
'3501003629124000168';'5010036291';'Поставка ингаляторов';'250 074,00';'5010008054'
'2352800577124000020';'3528005771';'Поставка бланочной продукции';'73 900,00';'332806026277'
'2771433860924002636';'7714338609';'Поставка лекарственного препарата (Метотрексат (ТН: Методжект)) для обеспечения пациента на основании решения врачебной комиссии (УНЗ: Z2415272)';'29 399,04';'7727173908'
'3371100621323000026';'3711006213';'Капитальный ремонт искусственного сооружения на автомобильной дороге с. Тюрюково - д. Полхини - с. Церковново';'20 703 114,61';'3702170834'
'2781900083124000047';'7819000831';'Поставка инструментов и приспособлений для зубопротезного кабинета и стоматологического отделения (Лот 1)';'195 440,00';'1659037910'
'2590506107024000216';'5905061070';'Поставка лекарственного препарата (Иммуноглобулин человека нормальный)';'928 161,00';'7710106212'
'2542310125624000024';'5423101256';'Поставка продуктов питания (соль)';'3 582,00';'540444148720'
'2222415699224000193';'2224156992';'Поставка товара (Шкафы архивные металлические)';'56 932,00';'2205013011'
'2771408263623001504';'7714082636';'Электронный аукцион на поставку расходных материалов для выполнения исследований КДЛ в ССК для нужд ГБУЗ ГКБ имени С.П. Боткина ДЗМ.';'1 496 000,00';'3257067370'
'1770425226115000609';'7704252261';;'221 155 000,00';'6231006875'
'2782505267619000055';'7825052676';'Дворец бракосочетания №1 - теплоснабжение';'1 218 215,13';'7841312071'
'2362100180624000077';'3621001806';'Поставка хозяйственных товаров';'9 764,27';'3662134604'
'2502418182024000211';'5024181820';"'Оказание услуг по замерам сопротивления изоляции сети ГБУЗ МО ""МОССМП""'";'38 850,00';'7841087362'
'3235100795424000090';'2351007954';'Поставка мебели медицинской для  отделения анестезиологии-реанимации.';'86 043,95';'231120572503'
'2312302137323000472';'3123021373';'Поставка лекарственного препарата для медицинского применения Клопидогрел на 2024г.';'5 342,40';'3123321867'
'2770510485124000007';'7705104851';'Организация и проведение спектакля «Мужчины Марины» для Государственного бюджетного учреждения культуры города Москвы «Московский государственный музей С.А. Есенина» по адресу: г. Москва, пер. Чернышевского, д. 4, стр. 2.';'14 875,00';
'2222415699224000186';'2224156992';'Поставка оборудования для видеонаблюдения';'25 962,00';'222507831815'
'2650102496624000021';'6501024966';'Поставка лекарственного препарата для медицинского применения Дегареликс для обеспечения отдельных категорий граждан региональной ответственности';'494 577,60';'7718538045'
'2781079594321000001';'7810795943';'Оказание услуг связи';'19 512,00';'7825444176'
'1230801432022000454';'2308014320';'Поставка запасных частей и расходных материалов для автоматизированных рабочих мести и ноутбуков ';'1 324 808,55';'5424403637'
'2540601094724000015';'5406010947';'Закупка электронных изданий определенных авторов у издателей таких изданий (электронно-библиотечная система)';'163 875,00';'7703523085'
'2590506107024000235';'5905061070';'Поставка лекарственного препарата (Элтромбопаг)';'58 607,36';'7710106212'
'2771433860924001520';'7714338609';'Поставка лекарственного препарата (Омализумаб (ТН: Ксолар)) для обеспечения пациента на основании решения врачебной комиссии (УНЗ: Z249335)';'443 520,00';'7701917006'
'1631580074922000063';'6315800749';'На оказание услуг на холодное водоснабжение в здание  Кошкинского районного суда Самарской области по адрес: Самарская область, с. Елховка, пер. Специалистов, 5.';'2 524,32';'6376020626'
'1440100118223000090';'4401001182';'Выполнение работ по ремонту кондиционера';'387 875,87';'4400012209'
'2362100180624000078';'3621001806';'Поставка хозяйственных товаров';'4 946,95';'3662134604'
'3637701546724000008';'6377015467';'Оказание услуг по передаче электрической энергии и услуги, оказание которых является неотъемлемой частью процесса поставки электрической энергии';'297 924,60';'6315222985'
'3610901065724000003';'6109010657';'Тепловая энергия.';'1 215 279,00';'6149020281'
'2380320365221000041';'3803203652';'тепловая энергия (мощность) и теплоноситель (сетевую воду)';'225 668,00';'3808229774'
'1301506715524000043';'3015067155';'Вещевое имущество';'1 052 500,00';'5506169586'
'2290106944224000004';'2901069442';'Поставка печатных изданий';'50 831,00';'7717758545'
'3235100795424000096';'2351007954';'Поставка наборов для чрескожного дренирования полостных образований.';'45 106,13';'2635122083'
'2480400321724000126';'4804003217';'Поставка изделий медицинского назначения (термометр безртутный)';'34 713,00';'2700008440'
'2771433860924000890';'7714338609';'Поставка лекарственного препарата (Стирипентол (ТН: Диакомит)) для обеспечения пациента на основании решения врачебной комиссии (УНЗ: Z247934)';'385 320,00';'9724124536'
'2350800068723000074';'3508000687';'Поставка лекарственного препарата для медицинского применения Калия хлорид + Кальция хлорид + Магния хлорид + Натрия ацетат + Натрия хлорид + Яблочная кислота';'6 500,00';'3525312277'
'3637701546724000009';'6377015467';'Оказание услуг по передаче электрической энергии и услуги, оказание которых является неотъемлемой частью процесса поставки электрической энергии';'1 367 567,15';'6315222985'
'2010300808023000029';'0103008080';'Поставка технических средств реабилитации (совместный электронный аукцион)';'139 801,36';'2225135709'
'2540601094724000011';'5406010947';'Стол раскладной туристический';'25 490,00';'5405960304'
'3212903922323000002';'2129039223';'Горячее водоснабжение';'168 164,20';'6315376946,6315376946'
'1230801432023000260';'2308014320';'Поставка бланков из бумаги или картона';'833 960,00';'7807195706'
'3501002908624000003';'5010029086';'Поставка офисной бумаги';'6 020,25';'7720646496'
'2362100180624000052';'3621001806';'Поставка лекарственного препарата для медицинского применения натрия гидрокарбонат';'14 159,60';'3123041588'
'1382600353024000026';'3826003530';'Прочая закупка товаров, работ, услуг( комплект деталей контейнера под ТКО)';'2 371 200,00';'3827000524'
'1540682723123000041';'5406827231';'Аренда нежилого помещения общей площадью 190,0 кв.м., расположенного по адресу:  Омская обл., г. Омск, ул. 5-я Северная, д. 201';'537 694,30';'5503054650'
'3631355266724000023';'6313552667';'Поставка расходных материалов, запасных частей и принадлежностей для электронно-вычислительной техники';'173 582,00';'6316252982'
'1332901729024000022';'3329017290';'Прочая закупка товаров, работ и услуг (стеллажи грузовые)';'327 107,00';'3303005109'
'1770111029023000004';'7701110290';'Поставка электрической энергии (мощности) и оказание услуг по передаче электрической энергии';'1 720 000,00';'7736520080'
'2540601094724000012';'5406010947';'Многофункциональное устройство (МФУ)';'407 235,00';'540402569075'
'2183104430523000034';'1831044305';'Выполнение работ по подготовке документов, на основании которых осуществляется государственный кадастровый учет недвижимого имущества в отношении лесных участков из состава земель лесного фонда в целях их предоставления в аренду, постоянное (бессрочное) пользование, безвозмездное пользование';'584 726,97';'7722319952,7722319952'
'3471100457822000003';'4711004578';'Холодное водоснабжение и водоотведение';'83 563,12';'4703144282'
'1230801432023000182';'2308014320';'Канцелярские товары (карандаш чернографитный, ручка канцелярская, маркер)';'172 272,75';'263400232887'
'3910810320924000004';'9108103209';'Поставка баяна ученического детского двухголосого «Тула»';'86 000,00';'7105023801'
'2352000155023000090';'3520001550';"'Капитальный ремонт помещений поликлиники БУЗ ВО ""Устюженская ЦРБ"" по адресу: Вологодская область, г. Устюжна, ул. Карла Маркса, д. 53'";'1 371 000,00';'3528334014'
'2771433860924000024';'7714338609';'Поставка лекарственного препарата (Фампридин (ТН: Кинезиа)) для обеспечения пациента на основании решения врачебной комиссии (УНЗ: Z244889)';'153 554,94';'6234162791'
'0172200008214000001';'7814143064';;'31 600,00';'7707049388'
'3595900547322000004';'5959005473';"'ВЫПОЛНЕНИЕ РАБОТ ПО ИЗДАНИЮ ПЕЧАТНОГО СРЕДСТВА МАССОВОЙ ИНФОРМАЦИИ ""ОФИЦИАЛЬНЫЙ БЮЛЛЕТЕНЬ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ КУЕДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ"" '";'101 250,00';'0264054778'
'2350900556823000132';'3509005568';'Поставка медицинского изделия: рулон марлевый тканый, нестерильный (1)';'236 138,37';'3525145837'
'2440500176123000212';'4405001761';'Бензин автомобильный';'1 571 700,00';'7743529527'
'2382500367121000066';'3825003671';'МОНОПОЛИСТЫ';'99 977,64';'3814016950'
'3501101980624000157';'5011019806';'Оказание услуг по ремонту эндоскопа гибкого PENTAX EC-3890LK';'201 985,00';'5043068242'
'3614400280324000009';'6144002803';'Охрана имущества «Заказчика» при помощи технических средств охранной сигнализации, установленных в помещении «Заказчика» (далее - «Объекте»), выдающих по каналам связи информацию на системы передачи извещений (далее - СПИ) пункта централизованной охраны (далее - ПЦО) «Исполнителя», от несанкционированного проникновения лиц на «Объект» путём прибытия наряда охраны, с учетом наиболее оптимально выбранного маршрута движения и принятия мер к задержанию лиц, осуществляющих несанкционированное проникновение на «Объект», защите имущества «Заказчика»';'10 364,01';'6165177603'
'2362100180623000364';'3621001806';'Поставка медицинских изделий';'1 956,60';'3661030271'
'2524500637623000005';'5245006376';'Тепловая энергия';'466 451,52';'5260267654'
