Номер реестровой записи контракта;Заказчик: ИНН;Предмет контракта;Цена контракта;Информация о поставщиках (исполнителях, подрядчиках) по контракту: ИНН
'2702102165324000088';'7021021653';'Поставка лекарственного препарата для медицинского применения группы Салметерол+Флутиказон';'4 442 160,00';'9703142037'
'2623410350024000043';'6234103500';'Оказание услуг по организации и проведению мероприятия для молодежи ';'989 000,00';'7717710889'
'2230905305824000698';'2309053058';'Поставка лекарственных препаратов для медицинского применения: Флуфеназин';'148 902,00';'1327029200'
'1631580074923000107';'6315800749';'Оказание услуг по обращению с твердыми коммунальными отходами по адресу: Самарская область, г. Кинель, ул. Фестивальная, д. 5, кв. 11';'1 969,92';'6316186232'
'3503224172024000004';'5032241720';'Оказание услуг по показу концертной программы ко Дню труда в Московской области в 2024 году';'170 000,00';'5024068864'
'2110105652323000043';'1101056523';'Оказание охранных услуг по пультовой охране';'15 029,00';'1121018759'
'1026100452124000002';'0261004521';'Поставка светильников светодиодных';'140 400,00';'1006004275'
'1773302312124000148';'7733023121';'Поставка элементов питания (батарейки)';'43 982,27';'054802378170'
'2234902501824000051';'2349025018';'Поставка медицинских изделий (Канюля назальная стандартная для подачи кислорода, стерильная).';'39 960,00';'231148174118'
'2482300645324000188';'4823006453';'медицинское изделие Аспиратор хирургический вакуумный, ввод в эксплуатацию медицинского изделия, обучение правилам эксплуатации специалистов, эксплуатирующих медицинское изделие, и специалистов, осуществляющих техническое обслуживание медицинского изделия';'240 000,00';'622601277306'
'2151100293023000041';'1511002930';'Поставка тест полосок для лаборатории';'186 663,51';'150200011420'
'2683202476623000147';'6832024766';'Поставка растворов для перитонеального диализа';'299 947,00';'7731241639'
'1026100452124000006';'0261004521';"'Приобретение хозяйственных товаров (бумажные изделия) для нужд ФГБПОУ ""Ишимбайское СУВУ""'";'46 159,68';'561600087487'
'1773401280623000534';'7734012806';'Поставка Оборудования (ОКПД2 26.60.13.190) в соответствии со Спецификацией (приложение № 1 к Контракту) и надлежащим образом оказать услуги по доставке и разгрузке Оборудования';'9 216 418,06';'7724747255'
'2231102283624000136';'2311022836';'Оказание охранных услуг';'593 041,88';'2311050625'
'3390633619623000001';'3906336196';'Поставка насоса для перекачки жидкостей';'1 200 000,00';'3904600790'
'2482300645323000355';'4823006453';'№ 23 - ЭА1 - 431: медицинское изделие видеоэндоскопический комплекс, ввод в эксплуатацию медицинского изделия, обучение правилам эксплуатации специалистов, эксплуатирующих медицинское изделие, и специалистов, осуществляющих техническое обслуживание медицинского изделия';'15 445 380,00';'7701314128'
'2151100293023000029';'1511002930';"'Поставке расходного материала для лаборатории ГБУЗ ""Правобережная ЦРКБ"" МЗ РСО-Алания'";'1 038 574,70';'2014007352'
'3591104193123000045';'5911041931';'Оказание услуг по устройству и содержанию новогоднего городка (монтаж и демонтаж зимних горок)';'807 856,55';'5911058815'
'2541410088023000088';'5414100880';'Поставка жидкого медицинского кислорода';'412 764,00';'5405107128'
'3245700323720000003';'2457003237';'Оказание услуг по комплексному техническому обслуживанию инженерных систем зданий (помещений) Заказчика';'4 790 330,62';'2457051551'
'2262803323423000130';'2628033234';'Поставка лекарственных препаратов для медицинского применения (дети до 3-х лет)';'58 050,00';'7726311464'
'2151100293023000035';'1511002930';'Поставка расходного материала для лаборатории';'797 299,00';'2014007352'
'2702102165324000125';'7021021653';'Поставка лекарственного препарата для медицинского применения Тикагрелор';'6 017 531,52';'2310212094'
'3503615479724000003';'5036154797';'Поставка бумаги для офисной техники';'65 127,49';'772791240708'
'2482300645323000421';'4823006453';'№ 23 - ЭА 2 - 520: медицинское изделие видеобронхоскоп высокой четкости с функцией узкоспектрального осмотра, ввод в эксплуатацию медицинского изделия, обучение правилам эксплуатации специалистов, эксплуатирующих медицинское изделие, и специалистов, осуществляющих техническое обслуживание медицинского изделия';'3 925 547,00';'7701314128'
'2230806088824000001';'2308060888';"'Поставка цифровых аппаратно-программно-защищенных ""говорящих"" книг на флеш-картах.'";'257 200,00';'7717102400'
'3540310542124000006';'5403105421';'Оказание услуг по техническому обслуживанию автотранспортных средств';'40 000,00';'5403356834'
'3110801139123000005';'1108011391';'Молочная продукция';'137 685,00';'110109199707'
'2230905305824000644';'2309053058';'Поставка лекарственных препаратов для медицинского применения: Сертиндол';'257 027,24';'7723322154'
'2541410088023000074';'5414100880';'Поставка печатной продукции';'62 535,00';'5406770592'
'2683202476623000132';'6832024766';'Поставка мешков для мусора';'440 736,61';'682600204286'
'2222500423023000093';'2225004230';'Поставка лекарственного препарата для медицинского применения Кларитромицин (Лот № 45)';'827,90';'0326040626'
'1434101775624000019';'4341017756';'Услуга по обращению с твердыми коммунальными отходами';'266 543,56';'4346049110'
'2482300645323000419';'4823006453';'№ 23 - ЭА1 - 519: медицинское изделие Видеогастроскоп высокой четкости с функцией узкоспектрального осмотра, ввод в эксплуатацию медицинского изделия, обучение правилам эксплуатации специалистов, эксплуатирующих медицинское изделие, и специалистов, осуществляющих техническое обслуживание медицинского изделия';'6 603 283,00';'7701314128'
'2230905305824000599';'2309053058';'Поставка лекарственных препаратов для медицинского применения: Вилантерол+Флутиказона фуроат';'1 173 660,00';'7724922443'
'2710500871524000091';'7105008715';'Поставка лекарственного препарата Клобетазол';'76 885,40';'5903134283'
'3614201358123000002';'6142013581';'Передача электрической энергии';'56 000,00';'6163089292'
'2782505267624000008';'7825052676';'Мебель для гардероба Отдела регистрации актов гражданского состояния о браке - дворца бракосочетания № 2 Санкт-Петербурга';'310 102,00';'784802495235'
'2780514930221000013';'7805149302';'«Оказание услуг по страхованию убытков, связанных с расходами по ликвидации ЧС для нужд образовательных учреждений Кировского района Санкт-Петербурга в 2021 году»';'2 364,10';'7710280644'
'2770374292224000032';'7703742922';'Поставка хозяйственных товаров и инвентаря (для субботника лотки) для нужд образовательных организаций, подведомственных Департаменту образования и науки города Москвы';'6 836,50';'7734437485'
'3500311850724000015';'5003118507';'Поставка хозяйственного инвентаря ( метла, грабли)';'32 480,00';'323203878573'
'3245100043022000114';'2451000430';"'Поставка с доставкой, сборкой, креплением и подключением интерактивных систем для объекта капитального строительства ""Реконструкция средней  общеобразовательной школы №36 "" г. Красноярск'";'1 701 072,82';'2465232008'
'2541410088023000077';'5414100880';'Поставка кассовой  ленты';'10 500,00';'5446018244'
'2373102151624000014';'3731021516';'Услуги по поставке (предоставлению права использования) программных продуктов, сертификатов на техническую поддержку программных продуктов для обеспечения эксплуатации системы информационной безопасности';'2 000 000,00';'2130146389'
'3531500613224000041';'5315006132';'приобретение жилого помещения в муниципальную собственность для обеспечения жильем детей-сирот и детей, оставшихся без попечения родителей, а также лиц из числа детей-сирот и детей, оставшихся без попечения родителей';'1 533 000,00';'532117921761'
'2710500871524000093';'7105008715';'Поставка бумаги туалетной для диспенсеров';'80 330,75';'710605261476'
'2022200236924000057';'0222002369';'Поставка бланков для нужд ГБУЗ РБ Исянгуловская  ЦРБ на 2024г.';'15 200,00';'7841345341'
'2027291181024000023';'0272911810';'Поставка боевой одежды пожарных';'2 812 500,00';'212904576330'
'3661300152624000001';'6613001526';'Оказание услуг по определению рыночной стоимости недвижимого имущества';'12 180,00';'7203537499'
'2773305412024000082';'7733054120';'Поставка лекарственного препарата (МНН: Вориконазол) на 2024 год.';'3 964 306,50';'5074072016'
'1782547060224000131';'7825470602';'поставка расходного медицинского имущества';'18 326,77';'780607160069'
'2770374292224000013';'7703742922';'Поставка расходных электротехнических товаров (элементы питания) для нужд образовательных организаций, подведомственных Департаменту образования и науки города Москвы';'40 093,99';'771512307720'
'3422302511924000002';'4223025119';'Поставка занавеса, мягких декораций для школьного театра';'296 936,00';'7840497800'
'2683202476623000131';'6832024766';'Поставка наборов для бактериологической лаборатории';'26 312,00';'7813137798'
'3540640419424000003';'5406404194';"'Образовательные услуги по повышению квалификации работников мэрии города Новосибирска и Совета депутатов города Новосибирска по теме повышения квалификации ""Практические вопросы подготовки и ведения судебных дел: тактика и стратегия, навыки судебного представительства, работа с доказательствами, процессуальные вопросы"" в 2024 году'";'6 200,00';'5405115993'
'2503406517124000005';'5034065171';'Приобретение объектов недвижимого имущества';'201 365 000,00';'5031066508'
'2230905305824000447';'2309053058';'Поставка лекарственных препаратов для медицинского применения: Лактулоза';'1 626 704,00';'7133028008'
'2366603128623000314';'3666031286';'2023-11506_Поставка лекарственного препарата для медицинского применения будесонид+формотерол';'1 600,80';'7714474016'
'2910500601324000039';'9105006013';'Мешок полимерный';'16 000,00';'9102020972'
'2770374292224000028';'7703742922';'Поставка строительных и лакокрасочных материалов (валики)  для нужд образовательных организаций, подведомственных Департаменту образования и науки города Москвы';'27 922,65';'246316094046'
'2222401789324000028';'2224017893';'Поставка лекарственного препарата для медицинского применения Ритонавир';'445 230,00';'7729079361'
'2710500871524000090';'7105008715';'Поставка лекарственного препарата Клобетазол';'77 365,54';'5903134283'
'1732902836224000479';'7329028362';'Поставка адаптера связи (Филиал №2)';'77 613,48';'7325143942'
'2262803323424000037';'2628033234';'Поставка лекарственных препаратов для медицинского применения';'33 806,75';'2624025761'
'2622902450023000063';'6229024500';'Поставка риса';'36 699,65';'6230093314'
'2860200160924000083';'8602001609';'Поставка кранов водоразборных с бесконтактным управлением (сенсорных)';'17 335,75';'3663075849'
'2773305412024000083';'7733054120';'Поставка лекарственного препарата (МНН: Азтреонам) на 2024 год.';'2 540 000,00';'5048054733'
'2771822823724000012';'7718228237';'Поставка материалов расходных инженерно-строительных (стремянка)';'108 696,82';'9729151043'
'3682901857923000024';'6829018579';'поставка автомобильного бензина АИ-92, АИ-95, дизельного топлива зимнего';'2 373 068,64';'3666240018'
'3503003400624000004';'5030034006';'поставка учебной литературы';'1 534 054,50';'7715995942'
'3391802706523000096';'3918012703';'Капитальный ремонт дорожного покрытия по ул. Молодежной, от Калининградского проспекта до дома №3к5, в пос. Горбатовка Зеленоградского района Калининградской области';'5 499 898,18';'3916504467'
'2780514930221000021';'7805149302';'Осуществление закупки бумаги для оргтехники для нужд образовательных учреждений Кировского района Санкт-Петербурга в 2021 году (совместные торги)';'57 918,58';'1001058990'
'3524300001923000014';'5243000019';'Оказание услуг по разработке проекта планировки и межевания территории севернее с. Хватовка в городском округе город Арзамас Нижегородской области';'523 600,00';'3525267673'
'2780410487722000028';'7804104877';'Оказание услуг по дезинсекции и дератизации для нужд СПб ГБУЗ Клиническая больница Святителя Луки в 2022 году';'17 545,60';'7842454008'
'1773302312124000151';'7733023121';'Оказание преподавательский услуг (п.33 ч.1 ст.93) в качестве руководителя учебной практики Лазутина Екатерина Геннадьевна';'52 299,00';'503616780501'
'2780506244324000043';'7805062443';'Поставка спортивных товаров для нужд СПб ГБУ «ЦФК и С «Нарвская застава» в 2024 году';'1 420 836,54';'7811742172'
'3234401147724000054';'2344011477';'Поставка костюмов для СМП';'64 600,00';'540540908678'
'1010502217823000001';'0105022178';"'Поставка электроэнергии для нужд ФГБУ ""Управление ""Адыгеямелиоводхоз""'";'580 000,00';'2308119595'
'2561011370224000014';'5610113702';'Шина пневматическая для легкового автомобиля';'37 080,00';'5610165154'
'2782543394624000002';'7825433946';'Поставка хозяйственных товаров';'40 291,49';'7810629343'
'2691100226824000009';'6911002268';'Поставка компьютерного оборудования и принадлежностей';'88 227,59';'632110440324'
'2773305412024000076';'7733054120';'Поставка лекарственного препарата (МНН: Ганцикловир) на 2024 год.';'759 000,00';'9724025863'
'1773302312123000521';'7733023121';'Оказание преподавательский услуг (п.33 ч.1 ст.93) по реализации основных образовательных программ профессионального обучения, в рамках проекта «Профессиональное обучение без границ» Епифанов Александр Владимирович';'98 800,00';'026105836780'
'2891100132424000181';'8911001324';'Поставка набора пробных линз с пробными оправами и принадлежностями';'69 396,03';'662706604309'
'2860311281624000008';'8603112816';'Оказание услуг по обучению работников требованиям охраны труда';'37 064,11';'7733377586'
'3632305638624000006';'6323056386';'Поставка навесного оборудования для спецтехники';'525 000,00';'1674005720'
'2162600286323000118';'1626002863';'Обеспечение закупок, хранения и доставки лекарственных средств, медицинских изделий, специализированных продуктов лечебного питания, средств для дезинфекции, иммунобиологических препаратов';'30 600 240,00';'1654038766'
'3691103411823000003';'6911034118';'Оказание услуг по проведению медицинского осмотра сотрудников для работы в летнем оздоровительном лагере';'12 397,02';'6950084472'
'2710500871523000219';'7105008715';'Поставка контрольного материала';'53 242,39';'7017486007'
'3615592119624000004';'6155921196';'Учебники';'1 196 623,45';'7715995942'
'2891100132424000179';'8911001324';'Поставка аппарата для надевания бахил.';'115 307,27';'7733088979'
'1773302312124000174';'7733023121';'Оказание преподавательский услуг (п.33 ч.1 ст.93) по реализации дополнительной профессиональной программы Воловиков Дмитрий Сергеевич';'10 972,00';'507204155150'
'2561011370224000010';'5610113702';'на поставку шин пневматических для легкового автомобиля';'17 640,00';'5610165154'
'2301700242824000009';'3017002428';'Поставка перевязочных материалов (марля, бинт)';'45 128,82';'910232332582'
'2054300164924000001';'0543001649';'Поставка газа';'305 449,32';'0571008854'
'2502408515423000025';'5024085154';"'Выполнение работ по развитию Государственной информационной системы Московской области ""Портал государственных и муниципальных услуг (функций) Московской области""'";'64 350 000,00';'7713338638'
'2683202476623000119';'6832024766';'Поставка простыней одноразовых нестерильных в рулоне';'21 830,49';'165705200305'
'2637900214224000029';'6379002142';'Поставка лекарственных препаратов (МНН: ЖЕЛЕЗА [III] ГИДРОКСИД ПОЛИМАЛЬТОЗАТ) для нужд государственного бюджетного учреждения здравоохранения Самарской области ''Похвистневская центральная районная больница ''';'96 940,00';'3906361192'
'3741503655024000002';'7415036550';'Поставка товара (книг) для нужд Муниципального казенного учреждения «Централизованная библиотечная система»';'492 228,08';'667019137528'
'2561011370224000013';'5610113702';'Шина пневматическая для легкового автомобиля';'47 680,00';'5610165154'
'1130807964724000060';'1308079647';'Комплектующие для изготовления окон и дверей ПВХ.';'373 706,08';'1327035194'
'2070001101524000054';'0700011015';'Приобретение смартфонов для программы реабилитация и абилитация инвалидов';'20 039,80';'072195471180'
'2780506244324000009';'7805062443';'Поставка канцелярских товаров для нужд СПб ГБУ «ЦФК и С «Нарвская застава» в 2024 году';'47 546,10';'783801263021'
'2225800112223000193';'2258001122';'Поставка угля на отопительный период 2023-2024 годов';'421 200,00';'2253005370'
'3234401147724000057';'2344011477';'Поставка концентратора кислорода стационарного';'37 916,05';'701734207810'
'2860200248024000012';'8602002480';'Выполнение работ по установке оборудования системы контроля и управления доступом (СКУД)';'747 000,00';'550716048030'
'2561011370224000012';'5610113702';'Шина пневматическая для легкового автомобиля';'56 960,00';'5610165154'
'3632305638624000003';'6323056386';'Поставка трактора';'2 079 000,00';'1674005720'
'1773401280624000277';'7734012806';'Поставка Оборудования в соответствии со Спецификацией (приложение № 1 к Контракту) и оказание услуг по доставке и разгрузке Оборудования';'4 861 915,20';'9705121025'
'2772015207023000034';'7720152070';'Поставка шоколада';'135 672,85';'772577188664'
'2761500093922000043';'7615000939';"'Поставка продуктов питания (рыба трескообразная мороженая, консервы рыбные натуральные, сахар белый свекловичный в твердом состоянии без вкусоароматических или красящих добавок, масло сливочное, молоко сгущенное) для нужд ГУЗ ЯО ""Брейтовская ЦРБ""'";'207 496,00';'760401806050'
'2637900214224000050';'6379002142';'Оказание услуг по консультационному сопровождению программного продукта «Парус-бюджет 7.7» и конвертации данных из ПП «Парус-Бюджет 7.7» в ПП 1С 8.3 для нужд государственного бюджетного учреждения здравоохранения Самарской области «Похвистневская центральная районная больница»';'18 000,00';'634004095214'
'1482600478223000065';'4826004782';'Поставка кондиционеров бытовых';'632 037,62';'382600607030'
'2503104429324000017';'5031044293';"'Поставка канцелярских товаров : Поставка  канцелярских товаров  для нужд ГКУ МО ""ЦЗН МО""'";'237 924,00';'4632244104'
'2690600096324000029';'6906000963';'Поставка лекарственных препаратов для медицинского применения (Этанол) на 2024 год (совместная закупка №15514)';'11 124,00';'5047154975'
'3672300700923000001';'6723007009';'Продажа и поставка электроэнергии';'756 721,08';'7704228075'
'2670001023824000003';'6700010238';'Услуги по разработке брендбука Смоленского областного государственного бюджетного учреждения «Молодежный центр «Пушкинский» (№ 0524-эзк)';'74 000,00';'744506917442'
